"TIME","GEO","UNIT","MOT_NRG","ENGINE","Value"
"1990","Belgium","Number","Total","Total","3 864 000"
"1990","Belgium","Number","Total","Less than 1 400 cm³",":"
"1990","Belgium","Number","Total","From 1 400 to 1 999 cm³",":"
"1990","Belgium","Number","Total","2 000 cm³ or over",":"
"1990","Belgium","Number","Petroleum products","Total",":"
"1990","Belgium","Number","Petroleum products","Less than 1 400 cm³",":"
"1990","Belgium","Number","Petroleum products","From 1 400 to 1 999 cm³",":"
"1990","Belgium","Number","Petroleum products","2 000 cm³ or over",":"
"1990","Belgium","Number","Diesel","Total",":"
"1990","Belgium","Number","Diesel","Less than 1 400 cm³",":"
"1990","Belgium","Number","Diesel","From 1 400 to 1 999 cm³",":"
"1990","Belgium","Number","Diesel","2 000 cm³ or over",":"
"1990","Bulgaria","Number","Total","Total","1 317 000"
"1990","Bulgaria","Number","Total","Less than 1 400 cm³",":"
"1990","Bulgaria","Number","Total","From 1 400 to 1 999 cm³",":"
"1990","Bulgaria","Number","Total","2 000 cm³ or over",":"
"1990","Bulgaria","Number","Petroleum products","Total",":"
"1990","Bulgaria","Number","Petroleum products","Less than 1 400 cm³",":"
"1990","Bulgaria","Number","Petroleum products","From 1 400 to 1 999 cm³",":"
"1990","Bulgaria","Number","Petroleum products","2 000 cm³ or over",":"
"1990","Bulgaria","Number","Diesel","Total",":"
"1990","Bulgaria","Number","Diesel","Less than 1 400 cm³",":"
"1990","Bulgaria","Number","Diesel","From 1 400 to 1 999 cm³",":"
"1990","Bulgaria","Number","Diesel","2 000 cm³ or over",":"
"1990","Czechia","Number","Total","Total","2 411 000"
"1990","Czechia","Number","Total","Less than 1 400 cm³",":"
"1990","Czechia","Number","Total","From 1 400 to 1 999 cm³",":"
"1990","Czechia","Number","Total","2 000 cm³ or over",":"
"1990","Czechia","Number","Petroleum products","Total",":"
"1990","Czechia","Number","Petroleum products","Less than 1 400 cm³",":"
"1990","Czechia","Number","Petroleum products","From 1 400 to 1 999 cm³",":"
"1990","Czechia","Number","Petroleum products","2 000 cm³ or over",":"
"1990","Czechia","Number","Diesel","Total",":"
"1990","Czechia","Number","Diesel","Less than 1 400 cm³",":"
"1990","Czechia","Number","Diesel","From 1 400 to 1 999 cm³",":"
"1990","Czechia","Number","Diesel","2 000 cm³ or over",":"
"1990","Denmark","Number","Total","Total","1 590 000"
"1990","Denmark","Number","Total","Less than 1 400 cm³",":"
"1990","Denmark","Number","Total","From 1 400 to 1 999 cm³",":"
"1990","Denmark","Number","Total","2 000 cm³ or over",":"
"1990","Denmark","Number","Petroleum products","Total",":"
"1990","Denmark","Number","Petroleum products","Less than 1 400 cm³",":"
"1990","Denmark","Number","Petroleum products","From 1 400 to 1 999 cm³",":"
"1990","Denmark","Number","Petroleum products","2 000 cm³ or over",":"
"1990","Denmark","Number","Diesel","Total",":"
"1990","Denmark","Number","Diesel","Less than 1 400 cm³",":"
"1990","Denmark","Number","Diesel","From 1 400 to 1 999 cm³",":"
"1990","Denmark","Number","Diesel","2 000 cm³ or over",":"
"1990","Germany (until 1990 former territory of the FRG)","Number","Total","Total","30 685 000"
"1990","Germany (until 1990 former territory of the FRG)","Number","Total","Less than 1 400 cm³",":"
"1990","Germany (until 1990 former territory of the FRG)","Number","Total","From 1 400 to 1 999 cm³",":"
"1990","Germany (until 1990 former territory of the FRG)","Number","Total","2 000 cm³ or over",":"
"1990","Germany (until 1990 former territory of the FRG)","Number","Petroleum products","Total",":"
"1990","Germany (until 1990 former territory of the FRG)","Number","Petroleum products","Less than 1 400 cm³",":"
"1990","Germany (until 1990 former territory of the FRG)","Number","Petroleum products","From 1 400 to 1 999 cm³",":"
"1990","Germany (until 1990 former territory of the FRG)","Number","Petroleum products","2 000 cm³ or over",":"
"1990","Germany (until 1990 former territory of the FRG)","Number","Diesel","Total",":"
"1990","Germany (until 1990 former territory of the FRG)","Number","Diesel","Less than 1 400 cm³",":"
"1990","Germany (until 1990 former territory of the FRG)","Number","Diesel","From 1 400 to 1 999 cm³",":"
"1990","Germany (until 1990 former territory of the FRG)","Number","Diesel","2 000 cm³ or over",":"
"1990","Estonia","Number","Total","Total","241 664"
"1990","Estonia","Number","Total","Less than 1 400 cm³",":"
"1990","Estonia","Number","Total","From 1 400 to 1 999 cm³",":"
"1990","Estonia","Number","Total","2 000 cm³ or over",":"
"1990","Estonia","Number","Petroleum products","Total",":"
"1990","Estonia","Number","Petroleum products","Less than 1 400 cm³",":"
"1990","Estonia","Number","Petroleum products","From 1 400 to 1 999 cm³",":"
"1990","Estonia","Number","Petroleum products","2 000 cm³ or over",":"
"1990","Estonia","Number","Diesel","Total",":"
"1990","Estonia","Number","Diesel","Less than 1 400 cm³",":"
"1990","Estonia","Number","Diesel","From 1 400 to 1 999 cm³",":"
"1990","Estonia","Number","Diesel","2 000 cm³ or over",":"
"1990","Ireland","Number","Total","Total","797 713"
"1990","Ireland","Number","Total","Less than 1 400 cm³",":"
"1990","Ireland","Number","Total","From 1 400 to 1 999 cm³",":"
"1990","Ireland","Number","Total","2 000 cm³ or over",":"
"1990","Ireland","Number","Petroleum products","Total","721 000"
"1990","Ireland","Number","Petroleum products","Less than 1 400 cm³",":"
"1990","Ireland","Number","Petroleum products","From 1 400 to 1 999 cm³",":"
"1990","Ireland","Number","Petroleum products","2 000 cm³ or over",":"
"1990","Ireland","Number","Diesel","Total","73 000"
"1990","Ireland","Number","Diesel","Less than 1 400 cm³",":"
"1990","Ireland","Number","Diesel","From 1 400 to 1 999 cm³",":"
"1990","Ireland","Number","Diesel","2 000 cm³ or over",":"
"1990","Greece","Number","Total","Total","1 736 000"
"1990","Greece","Number","Total","Less than 1 400 cm³",":"
"1990","Greece","Number","Total","From 1 400 to 1 999 cm³",":"
"1990","Greece","Number","Total","2 000 cm³ or over",":"
"1990","Greece","Number","Petroleum products","Total",":"
"1990","Greece","Number","Petroleum products","Less than 1 400 cm³",":"
"1990","Greece","Number","Petroleum products","From 1 400 to 1 999 cm³",":"
"1990","Greece","Number","Petroleum products","2 000 cm³ or over",":"
"1990","Greece","Number","Diesel","Total",":"
"1990","Greece","Number","Diesel","Less than 1 400 cm³",":"
"1990","Greece","Number","Diesel","From 1 400 to 1 999 cm³",":"
"1990","Greece","Number","Diesel","2 000 cm³ or over",":"
"1990","Spain","Number","Total","Total","11 996 000"
"1990","Spain","Number","Total","Less than 1 400 cm³",":"
"1990","Spain","Number","Total","From 1 400 to 1 999 cm³",":"
"1990","Spain","Number","Total","2 000 cm³ or over",":"
"1990","Spain","Number","Petroleum products","Total",":"
"1990","Spain","Number","Petroleum products","Less than 1 400 cm³",":"
"1990","Spain","Number","Petroleum products","From 1 400 to 1 999 cm³",":"
"1990","Spain","Number","Petroleum products","2 000 cm³ or over",":"
"1990","Spain","Number","Diesel","Total",":"
"1990","Spain","Number","Diesel","Less than 1 400 cm³",":"
"1990","Spain","Number","Diesel","From 1 400 to 1 999 cm³",":"
"1990","Spain","Number","Diesel","2 000 cm³ or over",":"
"1990","France","Number","Total","Total","23 550 000"
"1990","France","Number","Total","Less than 1 400 cm³",":"
"1990","France","Number","Total","From 1 400 to 1 999 cm³",":"
"1990","France","Number","Total","2 000 cm³ or over",":"
"1990","France","Number","Petroleum products","Total",":"
"1990","France","Number","Petroleum products","Less than 1 400 cm³",":"
"1990","France","Number","Petroleum products","From 1 400 to 1 999 cm³",":"
"1990","France","Number","Petroleum products","2 000 cm³ or over",":"
"1990","France","Number","Diesel","Total","3 775 000"
"1990","France","Number","Diesel","Less than 1 400 cm³",":"
"1990","France","Number","Diesel","From 1 400 to 1 999 cm³",":"
"1990","France","Number","Diesel","2 000 cm³ or over",":"
"1990","Croatia","Number","Total","Total","795 000"
"1990","Croatia","Number","Total","Less than 1 400 cm³",":"
"1990","Croatia","Number","Total","From 1 400 to 1 999 cm³",":"
"1990","Croatia","Number","Total","2 000 cm³ or over",":"
"1990","Croatia","Number","Petroleum products","Total",":"
"1990","Croatia","Number","Petroleum products","Less than 1 400 cm³",":"
"1990","Croatia","Number","Petroleum products","From 1 400 to 1 999 cm³",":"
"1990","Croatia","Number","Petroleum products","2 000 cm³ or over",":"
"1990","Croatia","Number","Diesel","Total",":"
"1990","Croatia","Number","Diesel","Less than 1 400 cm³",":"
"1990","Croatia","Number","Diesel","From 1 400 to 1 999 cm³",":"
"1990","Croatia","Number","Diesel","2 000 cm³ or over",":"
"1990","Italy","Number","Total","Total","27 416 000"
"1990","Italy","Number","Total","Less than 1 400 cm³",":"
"1990","Italy","Number","Total","From 1 400 to 1 999 cm³",":"
"1990","Italy","Number","Total","2 000 cm³ or over",":"
"1990","Italy","Number","Petroleum products","Total",":"
"1990","Italy","Number","Petroleum products","Less than 1 400 cm³",":"
"1990","Italy","Number","Petroleum products","From 1 400 to 1 999 cm³",":"
"1990","Italy","Number","Petroleum products","2 000 cm³ or over",":"
"1990","Italy","Number","Diesel","Total",":"
"1990","Italy","Number","Diesel","Less than 1 400 cm³",":"
"1990","Italy","Number","Diesel","From 1 400 to 1 999 cm³",":"
"1990","Italy","Number","Diesel","2 000 cm³ or over",":"
"1990","Cyprus","Number","Total","Total","179 000"
"1990","Cyprus","Number","Total","Less than 1 400 cm³",":"
"1990","Cyprus","Number","Total","From 1 400 to 1 999 cm³",":"
"1990","Cyprus","Number","Total","2 000 cm³ or over",":"
"1990","Cyprus","Number","Petroleum products","Total","167 000"
"1990","Cyprus","Number","Petroleum products","Less than 1 400 cm³",":"
"1990","Cyprus","Number","Petroleum products","From 1 400 to 1 999 cm³",":"
"1990","Cyprus","Number","Petroleum products","2 000 cm³ or over",":"
"1990","Cyprus","Number","Diesel","Total","12 000"
"1990","Cyprus","Number","Diesel","Less than 1 400 cm³",":"
"1990","Cyprus","Number","Diesel","From 1 400 to 1 999 cm³",":"
"1990","Cyprus","Number","Diesel","2 000 cm³ or over",":"
"1990","Latvia","Number","Total","Total","331 837"
"1990","Latvia","Number","Total","Less than 1 400 cm³",":"
"1990","Latvia","Number","Total","From 1 400 to 1 999 cm³",":"
"1990","Latvia","Number","Total","2 000 cm³ or over",":"
"1990","Latvia","Number","Petroleum products","Total","325 300"
"1990","Latvia","Number","Petroleum products","Less than 1 400 cm³",":"
"1990","Latvia","Number","Petroleum products","From 1 400 to 1 999 cm³",":"
"1990","Latvia","Number","Petroleum products","2 000 cm³ or over",":"
"1990","Latvia","Number","Diesel","Total","6 400"
"1990","Latvia","Number","Diesel","Less than 1 400 cm³",":"
"1990","Latvia","Number","Diesel","From 1 400 to 1 999 cm³",":"
"1990","Latvia","Number","Diesel","2 000 cm³ or over",":"
"1990","Lithuania","Number","Total","Total","492 980"
"1990","Lithuania","Number","Total","Less than 1 400 cm³",":"
"1990","Lithuania","Number","Total","From 1 400 to 1 999 cm³",":"
"1990","Lithuania","Number","Total","2 000 cm³ or over",":"
"1990","Lithuania","Number","Petroleum products","Total",":"
"1990","Lithuania","Number","Petroleum products","Less than 1 400 cm³",":"
"1990","Lithuania","Number","Petroleum products","From 1 400 to 1 999 cm³",":"
"1990","Lithuania","Number","Petroleum products","2 000 cm³ or over",":"
"1990","Lithuania","Number","Diesel","Total",":"
"1990","Lithuania","Number","Diesel","Less than 1 400 cm³",":"
"1990","Lithuania","Number","Diesel","From 1 400 to 1 999 cm³",":"
"1990","Lithuania","Number","Diesel","2 000 cm³ or over",":"
"1990","Luxembourg","Number","Total","Total","192 000"
"1990","Luxembourg","Number","Total","Less than 1 400 cm³",":"
"1990","Luxembourg","Number","Total","From 1 400 to 1 999 cm³",":"
"1990","Luxembourg","Number","Total","2 000 cm³ or over",":"
"1990","Luxembourg","Number","Petroleum products","Total",":"
"1990","Luxembourg","Number","Petroleum products","Less than 1 400 cm³",":"
"1990","Luxembourg","Number","Petroleum products","From 1 400 to 1 999 cm³",":"
"1990","Luxembourg","Number","Petroleum products","2 000 cm³ or over",":"
"1990","Luxembourg","Number","Diesel","Total",":"
"1990","Luxembourg","Number","Diesel","Less than 1 400 cm³",":"
"1990","Luxembourg","Number","Diesel","From 1 400 to 1 999 cm³",":"
"1990","Luxembourg","Number","Diesel","2 000 cm³ or over",":"
"1990","Hungary","Number","Total","Total","1 944 553"
"1990","Hungary","Number","Total","Less than 1 400 cm³",":"
"1990","Hungary","Number","Total","From 1 400 to 1 999 cm³",":"
"1990","Hungary","Number","Total","2 000 cm³ or over",":"
"1990","Hungary","Number","Petroleum products","Total","1 929 944"
"1990","Hungary","Number","Petroleum products","Less than 1 400 cm³",":"
"1990","Hungary","Number","Petroleum products","From 1 400 to 1 999 cm³",":"
"1990","Hungary","Number","Petroleum products","2 000 cm³ or over",":"
"1990","Hungary","Number","Diesel","Total","14 609"
"1990","Hungary","Number","Diesel","Less than 1 400 cm³",":"
"1990","Hungary","Number","Diesel","From 1 400 to 1 999 cm³",":"
"1990","Hungary","Number","Diesel","2 000 cm³ or over",":"
"1990","Malta","Number","Total","Total","109 131"
"1990","Malta","Number","Total","Less than 1 400 cm³",":"
"1990","Malta","Number","Total","From 1 400 to 1 999 cm³",":"
"1990","Malta","Number","Total","2 000 cm³ or over",":"
"1990","Malta","Number","Petroleum products","Total",":"
"1990","Malta","Number","Petroleum products","Less than 1 400 cm³",":"
"1990","Malta","Number","Petroleum products","From 1 400 to 1 999 cm³",":"
"1990","Malta","Number","Petroleum products","2 000 cm³ or over",":"
"1990","Malta","Number","Diesel","Total",":"
"1990","Malta","Number","Diesel","Less than 1 400 cm³",":"
"1990","Malta","Number","Diesel","From 1 400 to 1 999 cm³",":"
"1990","Malta","Number","Diesel","2 000 cm³ or over",":"
"1990","Netherlands","Number","Total","Total","5 509 000"
"1990","Netherlands","Number","Total","Less than 1 400 cm³",":"
"1990","Netherlands","Number","Total","From 1 400 to 1 999 cm³",":"
"1990","Netherlands","Number","Total","2 000 cm³ or over",":"
"1990","Netherlands","Number","Petroleum products","Total",":"
"1990","Netherlands","Number","Petroleum products","Less than 1 400 cm³",":"
"1990","Netherlands","Number","Petroleum products","From 1 400 to 1 999 cm³",":"
"1990","Netherlands","Number","Petroleum products","2 000 cm³ or over",":"
"1990","Netherlands","Number","Diesel","Total",":"
"1990","Netherlands","Number","Diesel","Less than 1 400 cm³",":"
"1990","Netherlands","Number","Diesel","From 1 400 to 1 999 cm³",":"
"1990","Netherlands","Number","Diesel","2 000 cm³ or over",":"
"1990","Austria","Number","Total","Total","2 991 000"
"1990","Austria","Number","Total","Less than 1 400 cm³",":"
"1990","Austria","Number","Total","From 1 400 to 1 999 cm³",":"
"1990","Austria","Number","Total","2 000 cm³ or over",":"
"1990","Austria","Number","Petroleum products","Total","2 582 000"
"1990","Austria","Number","Petroleum products","Less than 1 400 cm³",":"
"1990","Austria","Number","Petroleum products","From 1 400 to 1 999 cm³",":"
"1990","Austria","Number","Petroleum products","2 000 cm³ or over",":"
"1990","Austria","Number","Diesel","Total","409 000"
"1990","Austria","Number","Diesel","Less than 1 400 cm³",":"
"1990","Austria","Number","Diesel","From 1 400 to 1 999 cm³",":"
"1990","Austria","Number","Diesel","2 000 cm³ or over",":"
"1990","Poland","Number","Total","Total","5 260 646"
"1990","Poland","Number","Total","Less than 1 400 cm³",":"
"1990","Poland","Number","Total","From 1 400 to 1 999 cm³",":"
"1990","Poland","Number","Total","2 000 cm³ or over",":"
"1990","Poland","Number","Petroleum products","Total",":"
"1990","Poland","Number","Petroleum products","Less than 1 400 cm³",":"
"1990","Poland","Number","Petroleum products","From 1 400 to 1 999 cm³",":"
"1990","Poland","Number","Petroleum products","2 000 cm³ or over",":"
"1990","Poland","Number","Diesel","Total",":"
"1990","Poland","Number","Diesel","Less than 1 400 cm³",":"
"1990","Poland","Number","Diesel","From 1 400 to 1 999 cm³",":"
"1990","Poland","Number","Diesel","2 000 cm³ or over",":"
"1990","Portugal","Number","Total","Total","2 552 000"
"1990","Portugal","Number","Total","Less than 1 400 cm³",":"
"1990","Portugal","Number","Total","From 1 400 to 1 999 cm³",":"
"1990","Portugal","Number","Total","2 000 cm³ or over",":"
"1990","Portugal","Number","Petroleum products","Total",":"
"1990","Portugal","Number","Petroleum products","Less than 1 400 cm³",":"
"1990","Portugal","Number","Petroleum products","From 1 400 to 1 999 cm³",":"
"1990","Portugal","Number","Petroleum products","2 000 cm³ or over",":"
"1990","Portugal","Number","Diesel","Total",":"
"1990","Portugal","Number","Diesel","Less than 1 400 cm³",":"
"1990","Portugal","Number","Diesel","From 1 400 to 1 999 cm³",":"
"1990","Portugal","Number","Diesel","2 000 cm³ or over",":"
"1990","Romania","Number","Total","Total","1 263 000"
"1990","Romania","Number","Total","Less than 1 400 cm³",":"
"1990","Romania","Number","Total","From 1 400 to 1 999 cm³",":"
"1990","Romania","Number","Total","2 000 cm³ or over",":"
"1990","Romania","Number","Petroleum products","Total",":"
"1990","Romania","Number","Petroleum products","Less than 1 400 cm³",":"
"1990","Romania","Number","Petroleum products","From 1 400 to 1 999 cm³",":"
"1990","Romania","Number","Petroleum products","2 000 cm³ or over",":"
"1990","Romania","Number","Diesel","Total",":"
"1990","Romania","Number","Diesel","Less than 1 400 cm³",":"
"1990","Romania","Number","Diesel","From 1 400 to 1 999 cm³",":"
"1990","Romania","Number","Diesel","2 000 cm³ or over",":"
"1990","Slovenia","Number","Total","Total","578 268"
"1990","Slovenia","Number","Total","Less than 1 400 cm³",":"
"1990","Slovenia","Number","Total","From 1 400 to 1 999 cm³",":"
"1990","Slovenia","Number","Total","2 000 cm³ or over",":"
"1990","Slovenia","Number","Petroleum products","Total",":"
"1990","Slovenia","Number","Petroleum products","Less than 1 400 cm³",":"
"1990","Slovenia","Number","Petroleum products","From 1 400 to 1 999 cm³",":"
"1990","Slovenia","Number","Petroleum products","2 000 cm³ or over",":"
"1990","Slovenia","Number","Diesel","Total",":"
"1990","Slovenia","Number","Diesel","Less than 1 400 cm³",":"
"1990","Slovenia","Number","Diesel","From 1 400 to 1 999 cm³",":"
"1990","Slovenia","Number","Diesel","2 000 cm³ or over",":"
"1990","Slovakia","Number","Total","Total","1 274 244"
"1990","Slovakia","Number","Total","Less than 1 400 cm³",":"
"1990","Slovakia","Number","Total","From 1 400 to 1 999 cm³",":"
"1990","Slovakia","Number","Total","2 000 cm³ or over",":"
"1990","Slovakia","Number","Petroleum products","Total",":"
"1990","Slovakia","Number","Petroleum products","Less than 1 400 cm³",":"
"1990","Slovakia","Number","Petroleum products","From 1 400 to 1 999 cm³",":"
"1990","Slovakia","Number","Petroleum products","2 000 cm³ or over",":"
"1990","Slovakia","Number","Diesel","Total",":"
"1990","Slovakia","Number","Diesel","Less than 1 400 cm³",":"
"1990","Slovakia","Number","Diesel","From 1 400 to 1 999 cm³",":"
"1990","Slovakia","Number","Diesel","2 000 cm³ or over",":"
"1990","Finland","Number","Total","Total","1 939 000"
"1990","Finland","Number","Total","Less than 1 400 cm³",":"
"1990","Finland","Number","Total","From 1 400 to 1 999 cm³",":"
"1990","Finland","Number","Total","2 000 cm³ or over",":"
"1990","Finland","Number","Petroleum products","Total","1 768 000"
"1990","Finland","Number","Petroleum products","Less than 1 400 cm³",":"
"1990","Finland","Number","Petroleum products","From 1 400 to 1 999 cm³",":"
"1990","Finland","Number","Petroleum products","2 000 cm³ or over",":"
"1990","Finland","Number","Diesel","Total","155 000"
"1990","Finland","Number","Diesel","Less than 1 400 cm³",":"
"1990","Finland","Number","Diesel","From 1 400 to 1 999 cm³",":"
"1990","Finland","Number","Diesel","2 000 cm³ or over",":"
"1990","Sweden","Number","Total","Total","3 600 000"
"1990","Sweden","Number","Total","Less than 1 400 cm³",":"
"1990","Sweden","Number","Total","From 1 400 to 1 999 cm³",":"
"1990","Sweden","Number","Total","2 000 cm³ or over",":"
"1990","Sweden","Number","Petroleum products","Total","3 494 000"
"1990","Sweden","Number","Petroleum products","Less than 1 400 cm³",":"
"1990","Sweden","Number","Petroleum products","From 1 400 to 1 999 cm³",":"
"1990","Sweden","Number","Petroleum products","2 000 cm³ or over",":"
"1990","Sweden","Number","Diesel","Total","105 000"
"1990","Sweden","Number","Diesel","Less than 1 400 cm³",":"
"1990","Sweden","Number","Diesel","From 1 400 to 1 999 cm³",":"
"1990","Sweden","Number","Diesel","2 000 cm³ or over",":"
"1990","United Kingdom","Number","Total","Total","20 722 000"
"1990","United Kingdom","Number","Total","Less than 1 400 cm³",":"
"1990","United Kingdom","Number","Total","From 1 400 to 1 999 cm³",":"
"1990","United Kingdom","Number","Total","2 000 cm³ or over",":"
"1990","United Kingdom","Number","Petroleum products","Total",":"
"1990","United Kingdom","Number","Petroleum products","Less than 1 400 cm³",":"
"1990","United Kingdom","Number","Petroleum products","From 1 400 to 1 999 cm³",":"
"1990","United Kingdom","Number","Petroleum products","2 000 cm³ or over",":"
"1990","United Kingdom","Number","Diesel","Total",":"
"1990","United Kingdom","Number","Diesel","Less than 1 400 cm³",":"
"1990","United Kingdom","Number","Diesel","From 1 400 to 1 999 cm³",":"
"1990","United Kingdom","Number","Diesel","2 000 cm³ or over",":"
"1990","Iceland","Number","Total","Total","120 000"
"1990","Iceland","Number","Total","Less than 1 400 cm³",":"
"1990","Iceland","Number","Total","From 1 400 to 1 999 cm³",":"
"1990","Iceland","Number","Total","2 000 cm³ or over",":"
"1990","Iceland","Number","Petroleum products","Total","114 000"
"1990","Iceland","Number","Petroleum products","Less than 1 400 cm³",":"
"1990","Iceland","Number","Petroleum products","From 1 400 to 1 999 cm³",":"
"1990","Iceland","Number","Petroleum products","2 000 cm³ or over",":"
"1990","Iceland","Number","Diesel","Total","6 000"
"1990","Iceland","Number","Diesel","Less than 1 400 cm³",":"
"1990","Iceland","Number","Diesel","From 1 400 to 1 999 cm³",":"
"1990","Iceland","Number","Diesel","2 000 cm³ or over",":"
"1990","Liechtenstein","Number","Total","Total","16 890"
"1990","Liechtenstein","Number","Total","Less than 1 400 cm³",":"
"1990","Liechtenstein","Number","Total","From 1 400 to 1 999 cm³",":"
"1990","Liechtenstein","Number","Total","2 000 cm³ or over",":"
"1990","Liechtenstein","Number","Petroleum products","Total",":"
"1990","Liechtenstein","Number","Petroleum products","Less than 1 400 cm³",":"
"1990","Liechtenstein","Number","Petroleum products","From 1 400 to 1 999 cm³",":"
"1990","Liechtenstein","Number","Petroleum products","2 000 cm³ or over",":"
"1990","Liechtenstein","Number","Diesel","Total",":"
"1990","Liechtenstein","Number","Diesel","Less than 1 400 cm³",":"
"1990","Liechtenstein","Number","Diesel","From 1 400 to 1 999 cm³",":"
"1990","Liechtenstein","Number","Diesel","2 000 cm³ or over",":"
"1990","Norway","Number","Total","Total","1 613 000"
"1990","Norway","Number","Total","Less than 1 400 cm³",":"
"1990","Norway","Number","Total","From 1 400 to 1 999 cm³",":"
"1990","Norway","Number","Total","2 000 cm³ or over",":"
"1990","Norway","Number","Petroleum products","Total","1 564 000"
"1990","Norway","Number","Petroleum products","Less than 1 400 cm³",":"
"1990","Norway","Number","Petroleum products","From 1 400 to 1 999 cm³",":"
"1990","Norway","Number","Petroleum products","2 000 cm³ or over",":"
"1990","Norway","Number","Diesel","Total","49 000"
"1990","Norway","Number","Diesel","Less than 1 400 cm³",":"
"1990","Norway","Number","Diesel","From 1 400 to 1 999 cm³",":"
"1990","Norway","Number","Diesel","2 000 cm³ or over",":"
"1990","Switzerland","Number","Total","Total","2 985 000"
"1990","Switzerland","Number","Total","Less than 1 400 cm³",":"
"1990","Switzerland","Number","Total","From 1 400 to 1 999 cm³",":"
"1990","Switzerland","Number","Total","2 000 cm³ or over",":"
"1990","Switzerland","Number","Petroleum products","Total","2 905 000"
"1990","Switzerland","Number","Petroleum products","Less than 1 400 cm³",":"
"1990","Switzerland","Number","Petroleum products","From 1 400 to 1 999 cm³",":"
"1990","Switzerland","Number","Petroleum products","2 000 cm³ or over",":"
"1990","Switzerland","Number","Diesel","Total","79 000"
"1990","Switzerland","Number","Diesel","Less than 1 400 cm³",":"
"1990","Switzerland","Number","Diesel","From 1 400 to 1 999 cm³",":"
"1990","Switzerland","Number","Diesel","2 000 cm³ or over",":"
"1990","North Macedonia","Number","Total","Total","230 774"
"1990","North Macedonia","Number","Total","Less than 1 400 cm³",":"
"1990","North Macedonia","Number","Total","From 1 400 to 1 999 cm³",":"
"1990","North Macedonia","Number","Total","2 000 cm³ or over",":"
"1990","North Macedonia","Number","Petroleum products","Total","225 004"
"1990","North Macedonia","Number","Petroleum products","Less than 1 400 cm³",":"
"1990","North Macedonia","Number","Petroleum products","From 1 400 to 1 999 cm³",":"
"1990","North Macedonia","Number","Petroleum products","2 000 cm³ or over",":"
"1990","North Macedonia","Number","Diesel","Total","4 393"
"1990","North Macedonia","Number","Diesel","Less than 1 400 cm³",":"
"1990","North Macedonia","Number","Diesel","From 1 400 to 1 999 cm³",":"
"1990","North Macedonia","Number","Diesel","2 000 cm³ or over",":"
"1990","Turkey","Number","Total","Total","1 649 879"
"1990","Turkey","Number","Total","Less than 1 400 cm³",":"
"1990","Turkey","Number","Total","From 1 400 to 1 999 cm³",":"
"1990","Turkey","Number","Total","2 000 cm³ or over",":"
"1990","Turkey","Number","Petroleum products","Total",":"
"1990","Turkey","Number","Petroleum products","Less than 1 400 cm³",":"
"1990","Turkey","Number","Petroleum products","From 1 400 to 1 999 cm³",":"
"1990","Turkey","Number","Petroleum products","2 000 cm³ or over",":"
"1990","Turkey","Number","Diesel","Total",":"
"1990","Turkey","Number","Diesel","Less than 1 400 cm³",":"
"1990","Turkey","Number","Diesel","From 1 400 to 1 999 cm³",":"
"1990","Turkey","Number","Diesel","2 000 cm³ or over",":"
"1990","Kosovo (under United Nations Security Council Resolution 1244/99)","Number","Total","Total",":"
"1990","Kosovo (under United Nations Security Council Resolution 1244/99)","Number","Total","Less than 1 400 cm³",":"
"1990","Kosovo (under United Nations Security Council Resolution 1244/99)","Number","Total","From 1 400 to 1 999 cm³",":"
"1990","Kosovo (under United Nations Security Council Resolution 1244/99)","Number","Total","2 000 cm³ or over",":"
"1990","Kosovo (under United Nations Security Council Resolution 1244/99)","Number","Petroleum products","Total",":"
"1990","Kosovo (under United Nations Security Council Resolution 1244/99)","Number","Petroleum products","Less than 1 400 cm³",":"
"1990","Kosovo (under United Nations Security Council Resolution 1244/99)","Number","Petroleum products","From 1 400 to 1 999 cm³",":"
"1990","Kosovo (under United Nations Security Council Resolution 1244/99)","Number","Petroleum products","2 000 cm³ or over",":"
"1990","Kosovo (under United Nations Security Council Resolution 1244/99)","Number","Diesel","Total",":"
"1990","Kosovo (under United Nations Security Council Resolution 1244/99)","Number","Diesel","Less than 1 400 cm³",":"
"1990","Kosovo (under United Nations Security Council Resolution 1244/99)","Number","Diesel","From 1 400 to 1 999 cm³",":"
"1990","Kosovo (under United Nations Security Council Resolution 1244/99)","Number","Diesel","2 000 cm³ or over",":"
"1991","Belgium","Number","Total","Total","3 970 000"
"1991","Belgium","Number","Total","Less than 1 400 cm³",":"
"1991","Belgium","Number","Total","From 1 400 to 1 999 cm³",":"
"1991","Belgium","Number","Total","2 000 cm³ or over",":"
"1991","Belgium","Number","Petroleum products","Total",":"
"1991","Belgium","Number","Petroleum products","Less than 1 400 cm³",":"
"1991","Belgium","Number","Petroleum products","From 1 400 to 1 999 cm³",":"
"1991","Belgium","Number","Petroleum products","2 000 cm³ or over",":"
"1991","Belgium","Number","Diesel","Total",":"
"1991","Belgium","Number","Diesel","Less than 1 400 cm³",":"
"1991","Belgium","Number","Diesel","From 1 400 to 1 999 cm³",":"
"1991","Belgium","Number","Diesel","2 000 cm³ or over",":"
"1991","Bulgaria","Number","Total","Total","1 359 000"
"1991","Bulgaria","Number","Total","Less than 1 400 cm³",":"
"1991","Bulgaria","Number","Total","From 1 400 to 1 999 cm³",":"
"1991","Bulgaria","Number","Total","2 000 cm³ or over",":"
